Package,dataset_title
EnvStats,Nickel Concentrations in Table 9-4 of 2009 USEPA Guidance Document
EnvStats,"Ammonia Nitrogen Concentrations in the Skagit River, Marblemount, Washington"
EnvStats,Ozone Concentrations in the Northeast U.S.
EnvStats,Ammonium Concentration in Precipitation Measured at Olympic National Park Hoh Ranger Station
EnvStats,"Modified 1,2,3,4-Tetrachlorobenzene Data with Censored Values"
EnvStats,Copper and Zinc Concentrations in Shallow Ground Water
EnvStats,Paired Counts of Mayfly Nymphs Above and Below Industrial Outfalls
EnvStats,Toluene Concentrations from 1992 USEPA Guidance Document
EnvStats,Log-transformed Nickel Concentrations from 1992 USEPA Guidance Document
EnvStats,Carbon Tetrachloride Concentrations from 1992 USEPA Guidance Document
EnvStats,Benzene Concentrations from 1992 USEPA Guidance Document
EnvStats,Arsenic Concentrations from 1992 USEPA Guidance Document
EnvStats,Sulfate Concentrations from Example 16-1 of 2009 USEPA Guidance Document
EnvStats,Benzene Concentrations from Example 16-2 of 2009 USEPA Guidance Document
EnvStats,Tetrachloroethylene Concentrations from Example 16-5 of 2009 USEPA Guidance Document
EnvStats,EDB Concentrations from 1989 USEPA Guidance Document
EnvStats,Copper Concentrations from Example 16-4 of 2009 USEPA Guidance Document
EnvStats,Naphthalene Concentrations from Example 12-4 of 2009 USEPA Guidance Document
EnvStats,Nitrate Concentrations from Example 21-6 of 2009 USEPA Guidance Document
EnvStats,Aldicarb Concentrations from 1989 USEPA Guidance Document
EnvStats,Chlordane Concentrations from 1989 USEPA Guidance Document
EnvStats,Manganese Concentrations from 1989 USEPA Guidance Document
EnvStats,T-29 Concentrations from 1989 USEPA Guidance Document
EnvStats,Toluene Concentrations from Example 17-2 of 2009 USEPA Guidance Document
EnvStats,Aldicarb Concentrations from 1989 USEPA Guidance Document
EnvStats,Log-transformed Lead Concentrations from Example 17-1 of 2009 USEPA Guidance Document
EnvStats,Carbon Tetrachloride Concentrations from Example 12-1 of 2009 USEPA Guidance Document
EnvStats,Sulfate Concentrations from Example 17-6 of 2009 USEPA Guidance Document
EnvStats,Aldicarb Concentrations from Example 21-1 of 2009 USEPA Guidance Document
EnvStats,Beryllium Concentrations from Example 21-5 of 2009 USEPA Guidance Document
EnvStats,Sulfate Concentrations from 1989 USEPA Guidance Document
EnvStats,Xylene Concentrations from Example 18-4 of 2009 USEPA Guidance Document
EnvStats,Manganese Concentrations from Example 14-1 of 2009 USEPA Guidance Document
EnvStats,Sulfate Concentrations from Example 19-1 of 2009 USEPA Guidance Document
EnvStats,Arsenic Concentrations from Example 18-1 of 2009 USEPA Guidance Document
epanetReader,Epanet's Net1 Example
epanetReader,Epanet's Net1 Example
epitools,"Outbreak of Gastrointestinal Illness in Oswego County, 1940"
epitools,"West Nile Virus human cases reported in California, USA, as of December 14, 2004"
epitools,Western Collaborative Group Study data
equate,Test Scores under a NEAT design
equate,ACT Mathematics Test Scores
equate,Programme for International Student Assessment 2009 USA Data
erp.easy,ERP example data
etma,The data of RAS interaction on chronic kidney disease.
etma,The data of metabolic pathway of PAH interaction on oral cancer.
etma,The data of GSTs family interaction on cancer.
europop,Coodinates of European Cities
europop,Historical Population Data for Urban Europe
evir,The River Nidd Data
evir,Daily Log Returns on Siemens Share Price
evir,Daily Log Returns on BMW Share Price
evir,SP Return Data to October 1987
evir,Danish Fire Insurance Claims
evir,SP Data to June 1993
evir,The River Nidd Data
exreport,Problem: Comparison between several Machine Learning algorithms from the Weka library
eyetrackingR,Data collected in an infant eyetracking study
fabCI,Minnesota Radon Dataset
Fahrmeir,Data Set of Tonsil Size in Children
Fahrmeir,Caesarian Birth Study
Fahrmeir,Breathing Test
Fahrmeir,Head and Neck Cancer data
Fahrmeir,Air Pollution and Health
Fahrmeir,Job Expectation
Fahrmeir,Cellular Differentiation
Fahrmeir,Reported Happiness
Fahrmeir,Data from Patients with Acute Rheumatoid Arthritis
Fahrmeir,Bitterness of White Wines
Fahrmeir,Credit Score Data From a South German Bank
Fahrmeir,Visual Impairment Data
fanplot,Percentage Change (over 12 months) of United Kingdom Consumer Price Inflation
fanplot,ONS International Passenger Survey Long-Term International Migration 1975-2012
fanplot,Parameters for MPC CPI Inflation Projections from Q1 2004 to Q4 2013.
fastDummies,United States Census data for 2015
favnums,Favourite Numbers based on an online poll
fda,Hip and knee angle while walking
fda,pinch force data
fda,Lip motion
fda,Regina Daily Precipitation
fda,Canadian average annual weather cycle
fda,growth in height of one 10-year-old boy
fda,Nondurable goods index
fda,Canadian average annual weather cycle
fda,pinch force data
fda,melanoma 1936-1972
fda,Sea Bird Counts
fda,Tibia Length for One Baby
fda,Reflux and tray level in a refinery
fda,Cursive handwriting samples
fda,Berkeley Growth Study data
fda,Statistical Science in Chinese
fda,Montreal Daily Temperature
fecR,ICES rectangles
fecR,Gear codes
fecR,Fishing area
fermicatsR,3LAC_HI (Third Catalog of Active Galactic Nuclei Detected by the Fermi Large Area Telescope - High Galactic Latitude)
fermicatsR,1FHL Catalog (First Fermi-LAT Catalog of Sources Above 10 GeV)
fermicatsR,2FHL Catalog (Second Catalog of Hard Fermi-LAT Sources)
fermicatsR,1FIG (First Fermi-LAT Inner Galaxy point source Catalog)
fermicatsR,0FGL Catalog (Fermi Large Area Telescope Bright Gamma-ray Source List)
fermicatsR,1FGL Catalog (Fermi Large Area Telescope First Source Catalog)
fermicatsR,2FGL Catalog (Fermi Large Area Telescope Second Source Catalog)
fermicatsR,3FGL Catalog (Fermi Large Area Telescope Third Source Catalog)
fermicatsR,pulsars (Public List of LAT-Detected Gamma-Ray Pulsars)
fermicatsR,1DF Catalog (First D3PO Fermi catalog of gamma-ray source candidates)
fermicatsR,3LAC_LO (Third Catalog of Active Galactic Nuclei Detected by the Fermi Large Area Telescope - Low Galactic Latitude)
fields,Monthly total precipitation (mm) for August 1997 in the Rocky Mountain Region and some gridded 4km elevation data sets (m).
fields,Monthly total precipitation (mm) for August 1997 in the Rocky Mountain Region and some gridded 4km elevation data sets (m).
fields,Gray image of John Lennon.
fields,Outline of coterminous US and states.
fields,Daily 8-hour ozone averages for sites in the Midwest
fields,3-hour precipitation fields from a regional climate model
fields,Carbon emissions and demographic covariables by country for 1999.
fields,Fields internal and secondary functions
fields,Simulated global CO2 observations
fields,Experiment studying an appetite supressant in rats.
fiftystater,Add inset box borders
fiftystater,Fifty U.S. States and Washington D.C. with Alaska and Hawaii as Insets
FinCovRegularization,10 stock and S&P 500 excess returns
fitdistrplus,Contamination data of Listeria monocytogenes in smoked fish
fitdistrplus,Danish reinsurance claim dataset
fitdistrplus,Species-Sensitivity Distribution (SSD) for Fluazinam
fitdistrplus,Species Sensitivity Distribution (SSD) for endosulfan
fitdistrplus,Ground beef serving size data set
fitdistrplus,Species-Sensitivity Distribution (SSD) for salinity tolerance
fitdistrplus,Datasets for the FAQ
fitdistrplus,Datasets for the FAQ
fitdistrplus,Datasets for the FAQ
fitdistrplus,Parasite abundance in insular feral cats
fitdistrplus,Danish reinsurance claim dataset
fivethirtyeight,Some People Are Too Superstitious To Have A Baby On Friday The 13th
fivethirtyeight,A Complete Catalog Of Every Time Someone Cursed Or Bled Out In A Quentin Tarantino Movie
fivethirtyeight,The Economic Guide To Picking A College Major
fivethirtyeight,"The Rams Are Dead To Me, So I Answered 3,352 Questions To Find A New NFL Team"
fivethirtyeight,How Americans Like Their Steak
fivethirtyeight,How Trump Hacked The Media
fivethirtyeight,How To Break FIFA
fivethirtyeight,Who Goes To Meaningless NFL Games And Why?
fivethirtyeight,Blatter's Reign At FIFA Hasn't Helped Soccer's Poor
fivethirtyeight,"Be Suspicious Of Online Movie Ratings, Especially Fandango's"
fivethirtyeight,Every Guest Jon Stewart Ever Had On 'The Daily Show'
fivethirtyeight,Most Police Don't Live In The Cities They Serve
fivethirtyeight,The Football Hall Of Fame Has A Receiver Problem
fivethirtyeight,"The Definitive Analysis Of 'Love Actually,' The Greatest Christmas Movie Of Our Time"
fivethirtyeight,Looking For Clues: Who Is Going To Run For President In 2016?
fivethirtyeight,The Best MLB All-Star Teams Ever
fivethirtyeight,Looking For Clues: Who Is Going To Run For President In 2016?
fivethirtyeight,"Dear Mona, Which State Has The Worst Drivers?"
fivethirtyeight,The Economic Guide To Picking A College Major
fivethirtyeight,Higher Rates Of Hate Crimes Are Tied To Income Inequality
fivethirtyeight,Both Republicans And Democrats Have an Age Problem
fivethirtyeight,"Elitist, Superfluous, Or Popular? We Polled Americans on the Oxford Comma"
fivethirtyeight,A Statistical Analysis of the Work of Bob Ross
fivethirtyeight,The Dollar-And-Cents Case Against Hollywood's Exclusion of Women
fivethirtyeight,Should Travelers Avoid Flying Airlines That Have Had Crashes in the Past?
fivethirtyeight,You Can't Trust What You Read About Nutrition
fivethirtyeight,Can You Rule Riddler Nation?
fivethirtyeight,"Dear Mona Followup: Where Do People Drink The Most Beer, Wine And Spirits?"
fivethirtyeight,How Many Americans Are Married To Their Cousins?
fivethirtyeight,How Baby Boomers Get High
fivethirtyeight,Why Classic Rock Isn't What It Used To Be
fivethirtyeight,Sitting Presidents Give Way More Commencement Speeches Than They Used To
fivethirtyeight,Why Classic Rock Isn't What It Used To Be
fivethirtyeight,Why Some Tennis Matches Take Forever
fivethirtyeight,"Dear Mona, How Many Flight Attendants Are Men?"
fivethirtyeight,Why Some Tennis Matches Take Forever
fivethirtyeight,Do Pulitzers Help Newspapers Keep Readers?
fivethirtyeight,Some Democrats Who Could Step Up If Hillary Isn't Ready For Hillary
fivethirtyeight,Who Goes To Meaningless NFL Games And Why?
fivethirtyeight,'Straight Outta Compton' Is The Rare Biopic Not About White Dudes
fivethirtyeight,The Best MLB All-Star Teams Ever
fivethirtyeight,How The FiveThirtyEight Senate Forecast Model Works
fivethirtyeight,A Handful Of Cities Are Driving 2016's Rise In Murder
fivethirtyeight,Pols And Polls Say The Same Thing: Jeb Bush Is A Weak Front-Runner
fivethirtyeight,"""Mad Men"" Is Ending. What's Next For The Cast?"
fivethirtyeight,"The Definitive Analysis Of 'Love Actually,' The Greatest Christmas Movie Of Our Time"
fivethirtyeight,The Most Common Unisex Names In America: Is Yours One Of Them?
fivethirtyeight,The Economic Guide To Picking A College Major
fivethirtyeight,Hip-Hop Is Turning On Donald Trump
fivethirtyeight,"Accurately Counting NBA Tattoos Isn't Easy, Even If You're Up Close"
fivethirtyeight,The Dallas Shooting Was Among The Deadliest For Police In U.S. History
fivethirtyeight,Where People Go To Check The Weather
fivethirtyeight,Where Police Have Killed Americans In 2015
fivethirtyeight,Who Will Run For President: Romney Is Out
fivethirtyeight,Joining The Avengers Is As Deadly As Jumping Off A Four-Story Building
fivethirtyeight,Who Will Run For President: Romney Is Out
fivethirtyeight,The Rock Isn't Alone: Lots Of People Are Worried About 'The Big One'
fivethirtyeight,Early Senate Polls Have Plenty to Tell Us About November
fivethirtyeight,A Handful Of Cities Are Driving 2016's Rise In Murder
fivethirtyeight,Some People Are Too Superstitious To Have A Baby On Friday The 13th
fivethirtyeight,The FiveThirtyEight International Food Association's 2014 World Cup
fivethirtyeight,Where Are America's Librarians?
fivethirtyeight,The NFL's Uneven History Of Punishing Domestic Violence
fivethirtyeight,The World's Favorite Donald Trump Tweets
fivethirtyeight,41 Percent Of Fliers Think You're Rude If You Recline Your Seat
fivethirtyeight,The NCAA Bracket: Checking Our Work
fivethirtyeight,Projecting The Top 50 Players In The 2015 NBA Draft Class
fivethirtyeight,The Football Hall Of Fame Has A Receiver Problem
fivethirtyeight,Why Some Tennis Matches Take Forever
fivethirtyeight,The Last 10 Weeks Of 2016 Campaign Stops In One Handy Gif
fivethirtyeight,"Comic Books Are Still Made By Men, For Men And About Men"
FlexDir,Olive oil data
FlexParamCurve,Simulated growth of black-browed albatrosses
FlexParamCurve,Field data on growth of common terns Sterna hirundo
FlexParamCurve,Field data on growth of little penguins Eudyptula minor
FlexParamCurve,Simulated growth of whiskered terns
FlexParamCurve,List of calls for fitting 33 SSposnegRichards models in 'nlsList'
flux,One day data from closed chamber measurements in the Trebeltal
flux,Medium frequency concentration data and fluxes from non-steady state closed chamber measurements
flux,Medium frequency concentration data and fluxes from non-steady state closed chamber measurements
flux,"Climate station data from 2009 to 2011 in the Ahlenmoor peat bog, Northeast Germany"
flux,"Closed chamber fluxes from 2009 to 2011 in the Ahlenmoor peat bog, Northeast Germany"
forcats,A sample of categorical variables from the General Social survey
forestinventory,"Data from a multiphase forest inventory at the zurichberg (zurich), switzerland"
forestinventory,"Data from a multiphase forest inventory in the canton of Grisons, Switzerland"
forestplot,Regression coefficients and confidence intervals from HRQoL study
ForIT,The range of applicability of 'INFCvpe()' function
ForIT,Equation statistics
FractalParameterEstimation,"Data of simulation of random Sierpinski-Carpet with [p,p,p,q]-model and p = 0.6 and q = 0.3"
FractalParameterEstimation,"Data of simulation of random Sierpinski-Carpet with [p,p,p,q]-model and p = 0.2 and q = 0.1"
FractalParameterEstimation,"Data of simulation of random Sierpinski-Carpet with [p,p,p,q]-model and p = 0.5 and q = 0.1"
FractalParameterEstimation,"Data of simulation of random Sierpinski-Carpet with [p,p,p,q]-model and p = 0.3 and q = 0.25"
FreqProf,Occurrence/nonoccurrence data for four behaviors from a single subject
FSAdata,Instantaneous growth rates for two calcified ageing structures.
FSAdata,Ages and lengths of male Jonubi.
FSAdata,Ages (subsample) and lengths (all fish) of Jonubi.
FSAdata,"Recruitment time-series for Rainbow Smelt in Lake Erie, 1977-1996."
FSAdata,Catch and effort data for Hawaiian Islands Slipper Lobster.
FSAdata,Ages and lengths of Araucanian Herring from Chilean waters.
FSAdata,"Catch-at-age for Gulf Menhaden, 1964-2004."
FSAdata,Lengths for Snapper from Australia.
FSAdata,Catches in removal events for Brook Trout in the Nashwaak Experimental Watersheds Project.
FSAdata,Ages and lengths of Round Whitefish.
FSAdata,"Stock and recruitment data for Alaskan Pink Salmon, 1960-1990."
FSAdata,Biological data for Lake Trout from the Arctic LTER (AK).
FSAdata,"Stock and recruitment data for Exmouth Gulf Tiger Prawn, 1970-83."
FSAdata,Ages (subsample) and lengths (all fish) for Creek Chub.
FSAdata,Ages (subsample) and lengths (all fish) for Morwong from Morwong4.
FSAdata,Ages of American Shad assigned from scales by three readers at two times.
FSAdata,Results of a large number of creel surveys in Minnestoa lakes.
FSAdata,Capture histories (2 sample) of Humpback Whitefish.
FSAdata,"Stock and recruitment data for Lake Huron Bloaters, 1981-1996."
FSAdata,Catches in removal events for Brook Trout in the Nashwaak Experimental Watersheds Project.
FSAdata,Catch-at-age for Walleye.
FSAdata,Summarized multiple mark-recapture data for Walleye from four lakes in Northern Minnesota.
FSAdata,"Catches-at-age for male and female Walleye from Lake Winnebago, WI, 2010."
FSAdata,"Stock and recruitment data for Brook Trout from Ball Creek, NC, 1991-2004."
FSAdata,"Recruitment time-series for Yellow Perch in Green Bay, 1978-1992."
FSAdata,Catches in removal events of Brown and Rainbow Trout at various locations.
FSAdata,Lengths and weights for Bull Trout from two Rocky Mountain lakes and two eras.
FSAdata,"Ages, lengths, and sexes of European Perch."
FSAdata,Ages and lengths of two year-classes of Sardine from Chilean waters.
FSAdata,Ages and lengths of Bull Trout from two Rocky Mountain lakes at two times.
FSAdata,Capture histories (9 samples) of Cutthroat Trout from Auke Lake.
FSAdata,Ages of Yellowtail Flounder assigned from scales and otoliths.
FSAdata,Ages and lengths of Anchoveta from Chilean waters.
FSAdata,"Single census mark-recapture data with lengths for Brown Trout from Valley Creek, MN."
FSAdata,Ages and lengths of Lake Ontario Rock Bass.
FSAdata,Catch and effort data for Prince Edward Island Lobster.
FSAdata,Ages (subsample) and lengths (all fish) for Rock Bass from Lake Ontario.
FSAdata,Capture histories (4 samples) of a subset of Northern Pike from Buckthorn Marsh.
FSAdata,"Lengths for Largemouth Bass from Boomer Lake, OK."
FSAdata,"Lengths for Rainbow Smelt from Lake Michigan, 1977."
FSAdata,Lengths and weights of Yellow Perch from Grafton Lake (ME) by year.
FSAdata,Catch-at-age for Walleye from eight Kansas reservoirs.
FSAdata,"Stock and recruitment data for Vendace from Lake Puulavesi, 1982-1996."
FSAdata,Catch-at-age of Great Slave Lake Whitefish (commercial) by area.
FSAdata,Ages and lengths of migratory Brown and Rainbow Trout.
FSAdata,Ages and lengths for Red Drum from the Atlantic Coast.
FSAdata,Stock and recruitment data for Vendace from Lake Pyhajarvi.
FSAdata,"Stock and recruitment data for Pacific Sardines, 1935-1990."
FSAdata,"Biological data for Walleye from Lake Erie, 2003-2014."
FSAdata,Consumption of prey by Walleye.
FSAdata,Ages of Striped Bass assigned from scales and otoliths.
FSAdata,Length and egg deposition of Lake Superior Lake Trout.
FSAdata,Ages and lengths of Atlantic Ocean Striped Bass.
FSAdata,Length-at-marking and recapture and time-at-large of Bluegill.
FSAdata,"Lengths of Ruffe captured from the St. Louis River in July, 1989."
FSAdata,Ages and lengths of larval Lake Tanganyika Sardine.
FSAdata,Catches in removal events of trout at various locations.
FSAdata,Ages (subsample) and lengths (all fish) for Striped Bass.
FSAdata,"Catch-at-age for Bull Trout in Trestle Creek, ID."
FSAdata,"Stock and recruitment data for Red King Crab in Alaska, 1960-2004."
FSAdata,Ages of Striped Bass assigned from scales by two readers.
FSAdata,Ages of Striped Bass assigned from otoliths by two readers.
FSAdata,Ages of Striped Bass assigned from scales and otoliths.
FSAdata,Catch-at-age of Flathead Catfish from three southeastern rivers.
FSAdata,Ages and lengths of Blue Catfish.
FSAdata,"Catches in removal events of Cutthroat Trout and Coho Salmon in Little Stawamus Creek (British Columbia, Canada) in 1997."
FSAdata,"Stock and recruitment data for Hake, 1982-1996."
FSAdata,Catch-at-age for White Grunt.
FSAdata,Ages and lengths of Spotted Sucker.
FSAdata,"Ages, lengths, and sexes of White Grunt."
FSAdata,"Information for each electrofishing sample from Big Hill Reservoir, KS, 2014."
FSAdata,"Stock and recruitment data for Pacific Halibut, 1929-1991."
FSAdata,"Stock and recruitment data for Northern Pike from Lake Windermere, 1944-1981."
FSAdata,"Back-calculated lengths-at-age for Walleye from Lake Mille Lacs, 2000-2011."
FSAdata,Catches in removal events of salmon parr.
FSAdata,Ages (subsample) and lengths (all fish) for male and female Siscowet Lake Trout captured at four locations in Michigan waters of Lake Superior.
FSAdata,"Lengths for all fish captured in Inch Lake, WI, in two years"
FSAdata,"Stock and recruitment data for Blackwater Estuary Herring, 1962-1997."
FSAdata,Lengths and weights for fish captured in Inch Lake
FSAdata,"Stock and recruitment data for Crappies from four reservoirs in Arkansas and Mississippi, USA."
FSAdata,Summarized multiple mark-recapture data for YOY walleye.
FSAdata,"Ages, lengths, and maturity for Yelloweye Rockfish."
FSAdata,"Summarized mark-recapture data for Muskellunge from many Wisconsin Lakes, 2006."
FSAdata,"Subampled lengths of Bluntnose Minnows from Inch Lake, WI."
FSAdata,"Lengths for Yellow Perch from two locations in Saginaw Bay, Lake Michigan."
FSAdata,"Recruitment time-series for Walleye in Lake Erie, 1959-1972."
FSAdata,Capture histories (2 samples) of Northern Pike from Harding Lake.
FSAdata,Ages and lengths of Australian Bonito.
FSAdata,"Ages of Walleye assigned from otoliths, scales, and spines."
FSAdata,"Lengths and weights for Yellow Perch from Trout Lake, WI."
FSAdata,"Stock and recruitment data for Greater Lizardfish, 1955-1964."
FSAdata,Catch-at-age of Flathead Catfish from three Atlantic rivers.
FSAdata,"Capture years and ages for Lake Sturgeon from Goulais Bay, Lake Superior, Ont."
FSAdata,"Ages, lengths, and maturity for female Cabezon from Oregon."
FSAdata,"Stock and recruitment data for Barndoor Skate from Georges Bank, 1966-2007."
FSAdata,Summarized single mark-recapture data for Brook Trout across many years.
FSAdata,"Stock and recruitment data for Klamath River Chinook Salmon, 1979-2000."
FSAdata,Ages (subsample) and lengths (all fish) for Spot.
FSAdata,Catches in removal events of trout.
FSAdata,"Catch and effort data for Northern Pike from Island Lake, NB."
FSAdata,"Biological data for Black Drum from Virginia waters of the Atlantic Ocean, 2001."
FSAdata,"Annual catches of yearling Walleye in bottom trawls from Lake Winnebago, WI, 1986-2010."
FSAdata,"Lengths for Largemouth Bass from Lake Carl Blackwell, OK."
FSAdata,"Ages, lengths, and sexes of Troutperch."
FSAdata,Biological data for Slimy Sculpin from the Arctic LTER (AK).
FSAdata,"Stock and recruitment data for Skeena River Sockeye Salmon, 1940-1967."
FSAdata,"Lengths for Troutperch from Lake Michigan, 1977."
FSAdata,"Stock and recruitment data for Walleye from Escanaba Lake, WI, 1958-1992."
FSAdata,"Subsampled lengths of Troutperch from Lake Michigan, 1977."
FSAdata,Growth increment data for Red Lakes Walleye.
FSAdata,Catch and effort data for Deepwater Caridean Shrimp.
FSAdata,Species accumulation data for fish of the Western Ghats of India.
FSAdata,Catch-at-age of Cayuga Lake Rock Bass.
FSAdata,"Biological data for Pygmy Whitefish from Dina Lake #1 (British Columbia), 2000 and 2001."
FSAdata,Summarized multiple mark-recapture data for Tan Riffleshell.
FSAdata,"Fish information from samples collected from Big Hill Reservoir, KS, 2014."
FSAdata,Catch and effort for three Snapper species in a depletion experiment.
FSAdata,Summarized multiple mark-recapture data for Redear Sunfish.
FSAdata,"Stock and recruitment data for Icelandic summer spawning Herring, 1946-1996."
FSAdata,"Recruitment time-series for Yellow Perch in Red Lakes, MN, 1942-1960."
FSAdata,Length-at-marking and recapture and time-at-large of Rainbow Trout.
FSAdata,"Stock and recruitment data for Lake Whitefish in Thunder Bay, Lake Superior, 1975-1988."
FSAdata,"Lengths and weights for Bluegill from Lake Mary, MN."
FSAdata,Ages and lengths of Round Whitefish.
FSAdata,Ages and lengths of Eastern Mosquitofish from ten locations from southern France to southern Spain.
FSAdata,Catch and effort data for male Blue Crabs.
FSAdata,"Stock and recruitment data for Sea Lamprey in the Great Lakes, 1997-2007."
FSAdata,"Stock and recruitment data for Yellow Perch from South Bay, Lake Huron, 1950-1983."
FSAdata,Ages of Red Mullet assigned from whole and broken-burnt otoliths.
FSAdata,Ages of Lake Whitefish from four lakes assigned from scales and fin-rays.
FSAdata,Landings and value of Lake Superior Lake Whitefish.
FSAdata,"Stock and recruitment data for White Shrimp off the coast of Georgia (USA), 1979-2000."
FSAdata,Ages of Muskellunge assigned from scales and cleithra.
FSAdata,Catches in removal events of Cutthroate Trout and Steelhead of various sizes in two reaches of McGarvey Creek (CA).
FSAdata,Catch and effort data for Fantail Darter.
FSAdata,Ages of Morwong assigned from otoliths by Reader A at two times.
FSAdata,Ages of Morwong assigned from otoliths by Reader B at two times.
FSAdata,"Lengths, weights, and sex of Cisco from Trout Lake, WI."
FSAdata,Ages of Morwong assigned from otoliths by two readers.
FSAdata,Ages and lengths of Morwong.
FSAdata,Ages of Bluefish assigned from otoliths by two readers.
FSAdata,Characteristics of a sample of West African rivers.
FSAdata,Catch-at-age for Bluegill and Redear Sunfish in Florida.
FSAdata,Ages and lengths of Longjaw Cisco from two locations in Lake Michigan.
FSAdata,Ages and lengths of Channel Darters from two locations.
FSAdata,"Stock and recruitment data for Lake Trout in Lake Superior, 1971-1991."
FSAdata,Capture histories (2 sample) of Rainbow Trout.
FSAdata,Catches in removal events of Coho Salmon and Dolly Varden Char at various locations near the Greens Creek (AK) Mine site.
FSAdata,"Stock and recruitment data for Sockeye Salmon from Karluk Lake, AK, 1921-1948."
FSAdata,Catch and effort data for South Indian Ocean Jobfish.
FSAdata,"Catch-at-age of Channel Catfish from two sections of the Platte River, NB."
FSAdata,Ages of Atlantic Croaker assigned from otoliths by two readers.
FSAdata,"Catch-at-age for Yellow Perch from Chequamegon Bay, Lake Superior."
FSAdata,"Ages, lengths, and sexes of Atlantic Croaker by sex."
FSAdata,"Stock and recruitment data for Yellow Perch in Chequamegon Bay, 1975-1986."
FSAdata,Biological data for Ruffe captured from the St. Louis River in 1992.
FSAdata,Catch-at-age for Suwanee and Largemouth Bass.
FSAdata,Lengths and weights for Pallid Sturgeon from four locations in the Missouri River.
FSAdata,Ages of Lake Huron Alewife assigned from otoliths and scales.
FSAdata,Summarized multiple mark-recapture data for Lake Sturgeon.
FSAdata,"Stock and recruitment data for Lake Trout from Gull Island Shoal, Lake Superior, 1964-1991."
FSAdata,Age (subsample) and length (all fish) of Snapper from two survey locations.
FSAdata,Ages and lengths of Lake Erie Freshwater Drum.
FSAdata,Ages (subsample) and lengths (all fish) for Snapper.
FSAdata,Ages (subsample) and lengths (all fish) for Freshwater Drum from Lake Erie.
FSAdata,"Lengths for Walleye, Yellow Perch, Black Crappie, and Black Bullheads from Lake Herman, SD."
fueleconomy,Vehicle data
fueleconomy,Common models
fuzzyjoin,"A corpus of common misspellings, for examples and practice"
GA4Stratification,A randomly generated data
GA4Stratification,A randomly generated data
GA4Stratification,A randomly generated data
GA4Stratification,Population data of Swedish municipalities
GA4Stratification,A randomly generated data
GA4Stratification,A randomly generated data
GA4Stratification,Net sales data of 487 Turkish manufacturing firms
GA4Stratification,A randomly generated data
gains,Cell Phones per Country with Predictions
gamlss.data,The Hospital Stay Data
gamlss.data,Hodges data
gamlss.data,Mothers encouragement data
gamlss.data,The boundaries file for Munich rent data from the 1999 survey.
gamlss.data,The Glass Data files for GAMLSS
gamlss.data,The oil price data
gamlss.data,Abdominal Circumference Data
gamlss.data,GDP of 15 EU counties from 1960 to 2009
gamlss.data,The Parzen Data File for GAMLSS
gamlss.data,Poliomyelitis cases in US
gamlss.data,Film revenue data for the 1930's
gamlss.data,The Acidity Data files for GAMLSS
gamlss.data,Reading Glasses Data
gamlss.data,The CD4 Count Data files for GAMLSS
gamlss.data,Visual analog scale (VAS) data
gamlss.data,Data files for GAMLSS
gamlss.data,Respiratory Infection in Indonesian Children.
gamlss.data,The Leukemia data
gamlss.data,The motor vehicle insurance data
gamlss.data,US air pollution data set
gamlss.data,Head Circumference of Dutch Boys
gamlss.data,Hodges data
gamlss.data,Tokyo Rainfall Data
gamlss.data,The Margolin Data files for GAMLSS
gamlss.data,The hand grip strength data
gamlss.data,Film revenue data for the 1990's
gamlss.data,Munich rent data of 1999
gamlss.data,BMI of Dutch Boys
gamlss.data,Aids Cases in England and Wales
gamlss.data,Reported victims of crime data
gamlss.data,The Stylometric Data files for GAMLSS
gamlss.data,The motor vehicle insurance data
gamlss.data,A Meta Analysis on Smoking Cessation
gamlss.data,The Computer Failure Data files for GAMLSS
gamlss.data,The Alveolar Data files for GAMLSS
gamlss.data,The Fish Species Data files for GAMLSS
gamlss.data,The Fabric Data
gamlss.data,The LGA Claims Data files for GAMLSS
gamlss.data,Rent data
gamlss.data,The Turkish stock exchange index
gamlss.data,The Tensile Data files for GAMLSS
gapminder,Gapminder color schemes.
gapminder,Gapminder color schemes.
gapminder,"Gapminder data, unfiltered."
gapminder,Gapminder data.
GCalignR,Aligned Gas-Chromatography data
GCalignR,Grouping factors corresponding to gas-chromatography data of Antarctic Fur Seals (_Arctocephalus gazella_)
GCalignR,Gas-chromatography data for Antarctic Fur Seals (_Arctocephalus gazella_)
gclus,"Ozone data from Breiman and Friedman, 1985"
gclus,Swiss bank notes data
gclus,Wine recognition data
gclus,Exploring Relationships in Body Dimensions
gcookbook,Plum root cuttings (wide format)
gcookbook,Change in population of states in the U.S. between 2000 and 2010
gcookbook,Attempted sexual relations in Mad Men (TV show)
gcookbook,Simple example data set (long format)
gcookbook,Apple stock data
gcookbook,Marathon and half-marathon times
gcookbook,Batting averages of the top hitters in Major League Baseball in 2001
gcookbook,Corneal thickness of eyes
gcookbook,Data from simulation of hurricane Isabel
gcookbook,Global climate temperature anomaly data from 1800 to 2011
gcookbook,Simple example data set
gcookbook,Height and weight of schoolchildren
gcookbook,Homing in desert ants
gcookbook,Summary of cabbages data set
gcookbook,"World population estimates from 10,000 B.C. to 2,000 A.D."
gcookbook,Plum root cuttings (long format)
gcookbook,Wind speed and direction
gcookbook,"Age distribution of population in the United States, 1900-2002"
