pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
blm,summary,"Summary of list(""blm"") and list(""lexpit"") model fit.","A list of estimates and convergence status of a list(""blm"") or list(""lexpit"") model fit.","NA","NA","NA",TRUE,TRUE
blm,logLik,"Log-likelihood of list(""blm"") and list(""lexpit"") objects.","Method to access the log-likelihood of the fitted list(""blm"") or list(""lexpit"") model.","NA","NA","NA",TRUE,FALSE
blm,blm-class,"Class ""blm""",Class for binomial linear regression (BLM).,"NA","NA","NA",FALSE,TRUE
blm,lexpit-class,"Class ""lexpit""",Class for linear-expit regression (lexpit).,"NA","NA","NA",FALSE,TRUE
blmeco,blackstork,Breeding success of Black storks in Latvia,The data set contains number of nestlings in Blackstork (Ciconia nigra) nests.,"A data frame with 1130 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""nest"")), list(""number of nest (nest id)"")), ""\n"", ""    "", list(list(list(""year"")), list(""year"")), ""\n"", ""    "", list(list(list(""njuvs"")), list(""number of nestlings"")), ""\n"", ""  "")","The data is property of Maris Stradz. Attention, this is a non-random subselection of the data available. Please, contact Maris Stradz, if you have interest in the whole data set. mstrazds@latnet.lv","NA",TRUE,FALSE
blmeco,anoctua,Presence-absence data of Little owls in nest boxes,The data contains presence-absence data of Little owls in nest boxes and elevation,"A data frame with 361 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""Id"")), list(""nest box id"")), ""\n"", ""    "", list(list(list(""PA"")), list(""indicator of Little owl presence"")), ""\n"", ""    "", list(list(list(""elevation"")), list(""elevation (meters above sea level)"")), ""\n"", ""  "")","NA","Gottschalk, T, Ekschmitt, K., Volters, V. (2011) Efficient placement of nest boxes for the little owl (Athene noctua). The Journal of Raptor Research 45: 1-14",TRUE,FALSE
blmeco,nightingales,Nightingale territory occupancy data,"Territory occupancy data indicating whether a Nightingale (Luscinia megarhynchos) was observed (1; 0 otherwise) in a given territory, year and during a given visit.","Three-dimensian array containing 0 (i.e. not observed) and 1 (observed) with the three dimensions referring to list(""\n"", ""    "", list(list(list(""1st dimension"")), list(""the 1:55 territories"")), ""\n"", ""    "", list(list(list(""2nd dimension"")), list(""the 1:10 study years"")), ""\n"", ""    "", list(list(list(""3rd dimension"")), list(""the 1:8 visits"")), ""\n"", ""  "")",The data is provided by PD Dr. Valentin Amrhein.,Roth T; Amrhein V (2010) Estimating individual survival using territory occupancy data on unmarked animals. Journal of Applied Ecology 47: 386-392.,TRUE,FALSE
blmeco,yellow_bellied_toad,Site-occupancy data for Yellow-bellied toads,Site-occupancy data indicating whether Yellow-bellied toads (Bombina variegata) were observed (1; 0 otherwise) in a given site and during a given visit.,"List with 2 items list(""\n"", ""    "", list(list(list(""y"")), list(""Two-dimensional matrix with the observed absence (0) or presence (1) of Yellow-bellied toads for a given territory (rows) and visit (columns)."")), ""\n"", ""    "", list(list(list(""DAY"")), list(""integer vector containing the day of the year for each observation."")), ""\n"", ""  "")","The data is provided by Isabelle Floess, Landschaft und Gewaesser, Kanton Aargau.","NA",TRUE,FALSE
blmeco,resprouts,Survival data of tree sprouts,Number of tree sprouts that survived a management fire and the time since the last fire.,"A data frame with 41 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""treatment"")), list(""time since last fire in months"")), ""\n"", ""    "", list(list(list(""plot_ID"")), list(""plot name"")), ""\n"", ""    "", list(list(list(""pre"")), list(""number of tree sprouts before the fire"")), ""\n"", ""    "", list(list(list(""post"")), list(""number of tree sprouts after the fire, survivors"")), ""\n"", ""  "")","NA","Walters, G (2012) Customary fire regimes and vegetation structurein Gabon's Bateke Plateaux. Human Ecology 40: 943-955",TRUE,FALSE
blmeco,roostingsiteuse,Roosting site use by little owls,Locations of roosting sites of little owls obtained by telemetry data,"A data frame with 42 observations on the following 5 variables. list(""\n"", ""    "", list(list(list(""roosting.loc"")), list(""a factor with 4 levels"")), ""\n"", ""    "", list(list(list(""roostingnum"")), list(""roosting site number"")), ""\n"", ""    "", list(list(list(""temp"")), list(""ambient temperature in degree celsius"")), ""\n"", ""    "", list(list(list(""familynum"")), list(""number of the family"")), ""\n"", ""    "", list(list(list(""indnum"")), list(""number of the individual"")), ""\n"", ""  "")","NA","Bock, A., Naef-Daenzer, B., Keil, H., Korner-Nievergelt, F., Perrig, M., Grueebler, M. U. (2013) Roost site selection by Little Owls Athene noctua in relation to environmental conditions and life history stages. Ibis 155: 847-856.",TRUE,FALSE
blmeco,blmeco-package,"Data Sets and Functions Accompagning the Book Bayesian Data Analysis in Ecology Using Linear Models with R, BUGS and Stan","Data sets and functions accompagning the book Bayesian data analysis in ecology using linear models with R, BUGS and STAN","NA","NA",Korner-Nievergelt et al. book,FALSE,FALSE
blmeco,parusmajor,Number of migrating Great tits,"Counts of Great tits (Parus major) observed at the mountain pass Ulmethoechi (BL, Switzerland) between 1982 and 2007 during fall migration.","A data frame with 434 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""year"")), list(""year"")), ""\n"", ""    "", list(list(list(""julian"")), list(""day of the year"")), ""\n"", ""    "", list(list(list(""count"")), list(""number of individuals counted"")), ""\n"", ""  "")","NA","Korner-Nievergelt F, Korner-Nievergelt P, Baader E, Fischer L, Schaffner W, Kestenholz M (2007) Jahres- und tageszeitliches Auftreten von Singvoegeln auf dem Herbstzug im Jura (Ulmethoechi, Kanton Basel-Landschaft). Der Ornithologische Beobachter 104: 101-130.",TRUE,FALSE
blmeco,pondfrog1,Fake Data: Number of Frogs in Ponds,Simulated data of which the true model is known. Can be used to play with model selection. This is a simplified version of the pondfrog -example (see pondfrog),"A data frame with 130 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""frog"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""ph"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""waterdepth"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""temp"")), list(""a numeric vector"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
blmeco,mdat,Simulated set of correlated variables,Simulated set of correlated variables. The code for the simulation is given in the details section.,"A data frame with 100 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""y"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""x1"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""x2"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""x3"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""x4"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""x5"")), list(""a numeric vector"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
blmeco,spermdepletion,Sperm depletion data in a hermaphrodite sea slug,Data of experiment 1 in Anthes et al. (2014) to measure the depletion rate of sperms in a hermaphrodite sea slug.,"A data frame with 264 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""donor"")), list(""the id of the focal sperm donor"")), ""\n"", ""    "", list(list(list(""matingN"")), list(""the number of the mating in the sequences of matings"")), ""\n"", ""    "", list(list(list(""totalsperm"")), list(""number of sperms transferred to the receiver"")), ""\n"", ""    "", list(list(list(""MeanPairSize"")), list(""mean of the weight of the two slugs of the pair"")), ""\n"", ""    "", list(list(list(""RelativeDonorSize"")), list(""a relative size measurement of the donor, see Anthes et al. (2014)"")), 
    ""\n"", ""    "", list(list(list(""Dec_duration"")), list(""duration of mating in decimal minutes"")), ""\n"", ""  "")","NA","Anthes N, Werminghausen J, Lange R (2014) Large donors transfer more sperm, but depletion is faster in a promiscuous hermaphrodite. Behavioural Ecology and Sociobiology 68: 477-483.",TRUE,FALSE
blmeco,wingbowl,Growth rate data of Barn owl nestlings and corticosterone,The data contains wing length measurements of Barn owl nestlings that were either treated with a corticosterone or a placebo implant.,"A data frame with 209 observations on the following 7 variables. list(""\n"", ""    "", list(list(list(""Brood"")), list(""brood id"")), ""\n"", ""    "", list(list(list(""Ring"")), list(""individual id"")), ""\n"", ""    "", list(list(list(""Age1"")), list(""age of the individual at the day it received the implant, in days"")), ""\n"", ""    "", list(list(list(""Implant"")), list(""type of implant: C = corticosterone, P = placebo"")), ""\n"", ""    "", list(list(list(""days"")), list(""number of days after the implant"")), ""\n"", ""    "", list(list(list(""Age"")), list(""age of the nestling at the day of the wing length measurement, in days"")), 
    ""\n"", ""    "", list(list(list(""Wing"")), list(""wing length measurement in mm"")), ""\n"", ""  "")","NA","AlmaisB, Roulin A, Korner-Nievergelt F, Jenni-Eiermann S, Jenni L (2012) Coloration signals the ability to cope with elevated stress hormones: effects of corticosterone on growth of barn owls are associated with melanism. JOurnal of Evolutionary Biology 25: 1189-1199",TRUE,FALSE
blmeco,wildflowerfields,Territory numbers of Whitethroat in wildflowerfields,Number of territories of Whitethroat in wildflowerfields of different ages. The data has been collected by J-L Zollinger.,"A data frame with 136 observations on the following 8 variables. list(""\n"", ""    "", list(list(list(""field"")), list(""field id"")), ""\n"", ""    "", list(list(list(""year"")), list(""year"")), ""\n"", ""    "", list(list(list(""age"")), list(""age of the wildflower field in years"")), ""\n"", ""    "", list(list(list(""bp"")), list(""number of territories of whitethroats Sylvia communis"")), ""\n"", ""    "", list(list(list(""X"")), list(""x-coordinate"")), ""\n"", ""    "", list(list(list(""Y"")), list(""y-coordinate"")), ""\n"", ""    "", list(list(list(""size"")), list(""area of the field in ares (a, 10 x 10 m)"")), 
    ""\n"", ""    "", list(list(list(""Nspec"")), list(""number of species"")), ""\n"", ""    \n"", ""  "")","NA","Zollinger J-L, Birrer S, Zbinden N, Korner-Nievergelt F (2013) The optimal age of sown field margins for breeding farmland birds. Ibis 155: 779-791",TRUE,FALSE
blmeco,redstart,Common Redstart (Phoenicurus phoenicurus) counts,Counts of Common Redstart (Phoenicurus phoenicurus) breeding pairs between 1993-1996 in a small part of Switzerland.,"Data frame with 342 observations and the following 5 columns: list(""\n"", ""    "", list(list(list(""counts"")), list(""count of Common Redstart breeding pairs in each 1 km2 plot"")), ""\n"", ""    "", list(list(list(""x"")), list(""x-coordinate in CH1903-LV03 (EPSG: 21781)"")), ""\n"", ""    "", list(list(list(""y"")), list(""y-coordinate in CH1903-LV03 (EPSG: 21781)"")), ""\n"", ""    "", list(list(list(""elevation"")), list(""average elevation in m."")), ""\n"", ""    "", list(list(list(""forests"")), list(""forest cover"")), ""\n"", ""  "")",Swiss Breeding Bird Atlas 1993-1996 (Swiss Ornithological Institute): http://www.vogelwarte.ch,"Schmid H., Luder R., Naef-Daenzer B., Graf R., Zbinden N. (1998) Schweizer Brutvogelatlas. Verbreitung der Brutvoegel in der Schweiz und im Fuerstentum Liechstenchstein 1993-1996. Schweizerische Vogelwarte, Sempach.",TRUE,FALSE
blmeco,pondfrog,Fake Data of the Numbers of Frogs in Ponds,"The data contain frog population sizes in different ponds with some characteristics of ponds. The data is simulated, thus the ""true"" model is known. The data can serve to play with different methods for doing model selection.","A data frame with 130 observations on the following 9 variables. list(""\n"", ""    "", list(list(list(""frog"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""fish"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""vegdensity"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""ph"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""surfacearea"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""waterdepth"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""region"")), list(""a factor with levels "", list(""north""), 
    "" "", list(""south""))), ""\n"", ""    "", list(list(list(""height"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""temp"")), list(""a numeric vector"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
blmeco,periparusater,The data contain morphological measurements taken from museum skins of Coal tits (Periparus ater),The data is part of the study by Korner-Nievergelt & Leisler (2004) Morphological convergence in conifer-dwelling passerines. Journal of Ornithology 145: 245-255.,"A data frame with 28 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""country"")), list(""country of origin of the individual"")), ""\n"", ""    "", list(list(list(""age"")), list(""numeric code for age categories as defined by www.euring.org, \n"", ""    3 = hatching year, 4 = not hatching year, 5 = after hatching year, 0 = missing"")), ""\n"", ""    "", list(list(list(""sex"")), list(""numeric code for sex as defined by www.euring.org, 1 = male, 2 = female, 0 = missing"")), ""\n"", ""    "", list(list(list(""weight"")), list(""body mass in g"")), ""\n"", ""    "", 
    list(list(list(""P8"")), list(""length of primary 8 in mm. Primary 8 is the third outermost wing feather often building the wing tip."")), ""\n"", ""    "", list(list(list(""wing"")), list(""wing length in mm"")), ""\n"", ""  "")","NA",Korner-Nievergelt & Leisler (2004) Morphological convergence in conifer-dwelling passerines. Journal of Ornithology 145: 245-255.,TRUE,FALSE
blmeco,cortbowl,stress hormone data of nestling barn owls which were either treated with a corticosterone-implant or with a placebo-implant as control,"The aim of the study was to look at the corticosterone increase due to the corticosterone implants. In each brood one or two nestlings were implanted with a corticosterone-implant and one or two nestlings with a placebo-implant (variable Implant). Blood samples were taken just before implantation (day 1), 2 and 20 days after implantation. In total we have 287 measurements of 151 individuals (variable Ring) of 54 broods.","A data frame with 287 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""Brood"")), list(""id of brood"")), ""\n"", ""    "", list(list(list(""Ring"")), list(""id of individual"")), ""\n"", ""    "", list(list(list(""Implant"")), list(""a factor with levels "", list(""C""), "" "", list(""P""), ""; treatment: C=corticosterone treatment, P=placebo"")), ""\n"", ""    "", list(list(list(""Age"")), list(""age of nestling in days"")), ""\n"", ""    "", list(list(list(""days"")), list(""the day of the blood sample"")), ""\n"", ""    "", list(list(list(""totCort"")), list(""corticosterole measurement in the blood sample"")), 
    ""\n"", ""  "")","NA","Almasi, B., Roulin, A., Jenni-Eiermann, S., Breuner, C.W., Jenni, L., 2009. Regulation of free corticosterone and CBG capacity under different environmental conditions in altricial nestlings. Gen. Comp. Endocr. 164, 117-124.",TRUE,FALSE
blmeco,survival_swallows,Telemetry data of Barn swallow fledglings,"Capture-histories (obtained by radio-telemetry) of Barn swallows during their first 17 days after fledging. To simplify the example (for didactical reasons), only the first broods were selected.","The format is: List of 8 $ CH    : int [1:322, 1:18] 1 1 1 1 1 1 1 1 1 1 ... capture histories of 322 individuals $ I     : int 322, number of individuals $ K     : int 18, capture occations (inclusive the first capture) $ carez : num [1:322], covariate, intensity of care by the parents $ year  : num [1:322] index of year (4 years study) $ agec  : num [1:18] covariate age of the fledglings, centered $ family: num [1:322] index of the family (group the individuals belong to) $ nfam  : num 72, number of families","The data has been collected by Martin Grueebler and Beat Naef-Daenzer. Grueebler, M.U., Naef-Daenzer, B. 2008: Fitness consequences of pre- and post-fledging timing decicions in a double-brooded passerins. Ecology 89:2736-2745. Grueebler, M.U., Naef-Daenzer, B. 2010: Survival benefits of post-fledging care: experimental approach to a critical part of avian reproductivve strategies. J. Anim. Ecol. 79:334-341.","NA",TRUE,FALSE
blmeco,swallowfarms,Number of fledged Barn Swallows per nest,"This is an adapted a data set from Grueebler et al. (2010) on Barn Swallow Hirundo rustica nestling survival (we have selected a non-random sample to be able to fit a simple model; hence, the results do not add unbiased knowledge about the swallow biology!). For 63 swallow broods we know the clutch size and the number of the nestlings that fledged. The broods came from 51 farms, thus some farms had more than one brood. There are three predictors measured at the level of the farm: colony size (the number of swallow broods on that farm), cow (whether there are cows on the farm or not), and dungheap (the number of dungheaps within 500 m of the farm).","A data frame with 63 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""farm"")), list(""farm id"")), ""\n"", ""    "", list(list(list(""colsize"")), list(""number of swallow broods on the farm"")), ""\n"", ""    "", list(list(list(""cow"")), list(""indicator of cows on the farm"")), ""\n"", ""    "", list(list(list(""dung"")), list(""number of dungheaps on the farm"")), ""\n"", ""    "", list(list(list(""clutch"")), list(""clutch size"")), ""\n"", ""    "", list(list(list(""fledge"")), list(""number of nestlings that survived to fledging"")), ""\n"", ""  "")","NA","Grueebler MU, Korner-Nievergelt F, von Hirschheydt J (2010) The reproductive benefits of livestock farming in barn swallows Hirundo rustica: quality of nest site or foraging habitat? Journal of Applied Ecology 47:1340-1347",TRUE,FALSE
blmeco,swallows,Data set with number of nesting swallows per barn,Number of barn swallows and house martins nesting per barn with some characteristics of the barn.,"A data frame with 27 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""farm"")), list(""indicator of the farm"")), ""\n"", ""    "", list(list(list(""nhirrus"")), list(""number of active barn swallow nests"")), ""\n"", ""    "", list(list(list(""ndelurb"")), list(""number of active house martin nests"")), ""\n"", ""    "", list(list(list(""ncows"")), list(""number of cows in the barn"")), ""\n"", ""    "", list(list(list(""nesting_aid"")), list(""a factor with levels "", list(""artif_nest""), ""=artificial nests were put up,\n"", ""     "", list(""both""), "" both artificial nests and supporting material has been provided, "", 
    list(""none""), "" nothing has been done\n"", ""     to support swallow nesting, "", list(""support""), "" supporting material has been provided"")), ""\n"", ""    "", list(list(list(""ndaysempty"")), list(""number of days the barn was empty, i.e. the cows have been on the meadow."")), ""\n"", ""  "")","NA","Willi T, Korner-Nievergelt F, Grueebler MU (2011) Rauchschwalben Hirundo rustica brauchen Nutztiere, Mehlschwalben Delichon urbicum Nisthilfen. Der Ornithologische Beobachter 108: 215-224",TRUE,FALSE
blmeco,frogs,Counts of the number of frogs in a water body,"Counts of the number of frogs in ponds of the Canton Aargau, Switzerland.","A data frame with 481 observations on the following 10 variables. list(""\n"", ""    "", list(list(list(""count1"")), list(""number of counted frogs during the first visit"")), ""\n"", ""    "", list(list(list(""count2"")), list(""number of counted frogs uring the second visit"")), ""\n"", ""    "", list(list(list(""elevation"")), list(""elevation, meters above sea level"")), ""\n"", ""    "", list(list(list(""year"")), list(""year"")), ""\n"", ""    "", list(list(list(""fish"")), list(""presence of fish (1 = present, 0 = absent)"")), ""\n"", ""    "", list(list(list(""waterarea"")), list(""area of the water body in square meters"")), 
    ""\n"", ""    "", list(list(list(""vegetation"")), list(""indicator of vegetation (1 = vegetation present, \n"", ""                0 = no vegetation present)"")), ""\n"", ""    "", list(list(list(""pondid"")), list(""name of the pond, corresponds to observation id"")), ""\n"", ""    "", list(list(list(""x"")), list(""x coordinate"")), ""\n"", ""    "", list(list(list(""y"")), list(""y coordinate"")), ""\n"", ""  "")","The data is provided by Isabelle Floess, Landschaft und Gewaesser, Kanton Aargau.","Schmidt, B. R., 2005: Monitoring the distribution of pond-breeding amphibians, when species are detected imperfectly. - Aquatic conservation: marine and freshwater ecosystems 15: 681-692. Tanadini, L. G.; Schmidt, B. R., 2011: Population size influences amphibian detection probability: implications for biodiversity monitoring programs. - Plos One 6: e28244.",TRUE,FALSE
blmeco,ellenberg,Hohenheim groundwater table experiment of Heinz Ellenberg,Heinz Ellenberg's historically important work on changes in the abundances of a community of grass species growing along experimental gradients of water table depth has played an important role in helping to identify the hydrological niches of plant species in wet meadows. The dataset comprises measurements taken from two similar experiments conducted in 1952 and 1953.,"A data frame with 264 observations on the following 29 variables. list(""\n"", ""    "", list(list(list(""Year"")), list(""two levels: 1952 and 1953"")), ""\n"", ""    "", list(list(list(""Soil"")), list(""two levels: Loam and Sand"")), ""\n"", ""    "", list(list(list(""Water"")), list(""Average distance to groundwater in cm, 10 levels for 1952, 11 levels for 1953: \n"", ""    (-5), 5, 20, 35, 50, 65, 80, 95, 110, 125, 140"")), ""\n"", ""    "", list(list(list(""Species"")), list(""6 species in 1952 and 4 species in 1953. Species 1952: Poa palustris, \n"", ""    Festuca pratensis, Alopecurus pratensis, Dactylis glomerata, Arrhenatherum elatius, Bromus erectus. \n"", 
    ""    Species 1953: Alopecurus pratensis, Dactylis glomerata, Arrhenatherum elatius, Bromus erectus."")), ""\n"", ""    "", list(list(list(""Mi.g"")), list(""Individual yield of dried biomass in g in monocultures"")), ""\n"", ""    "", list(list(list(""Yi.g"")), list(""Individual yield of dried biomass in g in mixtures"")), ""\n"", ""    "", list(list(list(""Mono.area.m2"")), list(""Area of the yields in monocultures, 0.383 m in year 1952, 0.5 m in year 1953"")), ""\n"", ""    "", list(list(list(""Mix.area.m2"")), list(""Area of the yields in mixtures, 1.2 m in year 1952, 1.5 m in year 1953"")), 
    ""\n"", ""    "", list(list(list(""Div"")), list(""Species richness, 6 in year 1952, 4 in year 1953"")), ""\n"", ""    "", list(list(list(""Moi.g.m2"")), list(""Individual monoculture yields in m2"")), ""\n"", ""    "", list(list(list(""Yoi.g.m2"")), list(""Individual mixture yields in m2"")), ""\n"", ""    "", list(list(list(""Mo.g.m2"")), list(""Moi.g.m2 averaged over species by year, soil type and water level"")), ""\n"", ""    "", list(list(list(""Yo.g.m2"")), list(""Yoi.g.m2 summed over species by year, soil type and water level"")), 
    ""\n"", ""    "", list(list(list(""RYoi"")), list(""Individual relative yield observed (Yoi.g.m2/ Moi.g.m2)"")), ""\n"", ""    "", list(list(list(""RYo"")), list(""RYoi summed over species by year, soil type and water level"")), ""\n"", ""    "", list(list(list(""Yei.g.m2"")), list(""Individual expected yield in m2 (Moi.g.m2 * RYe)"")), ""\n"", ""    "", list(list(list(""Ye.g.m2"")), list(""Yei.g.m2 summed over species by year, soil type and water level "")), ""\n"", ""    "", list(list(list(""RRYo"")), list(""Rescaled relative yield observed (RYoi/RYo)"")), 
    ""\n"", ""    "", list(list(list(""deltaRYoi"")), list(""Difference between relative observed yield and rescaled relative observed yield (RYoi - RRYo)"")), ""\n"", ""    "", list(list(list(""deltaRYo"")), list(""deltaRYoi summed over species by year, soil type and water level "")), ""\n"", ""    "", list(list(list(""RYe"")), list(""Relative yield expected in mixtures (1/Div)"")), ""\n"", ""    "", list(list(list(""deltaRYe"")), list(""Difference between the rescaled relative yield observed and relative yield expected (RRYo- RYe)"")), 
    ""\n"", ""    "", list(list(list(""RYT"")), list(""Relative yield total summed over species by year, soil type and water level"")), ""\n"", ""    "", list(list(list(""level"")), list(""two levels: species and community"")), ""\n"", ""    "", list(list(list(""NE"")), list(""Net Effect (Yo.g.m2 - Ye.g.m2)"")), ""\n"", ""    "", list(list(list(""TICE"")), list(""Trait-Independent Complementarity Effect (Mo.g.m2 * deltaRYo * Div)"")), ""\n"", ""    "", list(list(list(""SE"")), list(""Selection Effect (NE - TICE)"")), ""\n"", ""    "", list(
        list(list(""TDCE"")), list(""Trait-Dependent Complementarity Effect ((Moi.g.m2 - Mo.g.m2) * (deltaRYoi - deltaRYo) summed over species by year, soil type and water level)"")), ""\n"", ""    "", list(list(list(""DE"")), list(""Diversity effect (SE - TDCE)"")), ""\n"", ""  "")",http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0043358,"Ellenberg H (1953) Physiologisches und oekologisches Verhalten derselben Pflanzenarten. Berichte der Deutschen Botanischen Gesellschaft 65: 350-361 Ellenberg H (1954) Ueber einige Fortschritte der kausalen Vegetationskunde. Plant Ecology 5/6: 199-211. Lieth H, Ellenberg H (1958) Konkurrenz und Zuwanderung von Wiesenpflanzen. Ein Beitrag zum Problem der Entwicklung neu angelegten Gruenlands. Zeitschrift fuer Acker- und Pflanzenbau 106: 205-223. Hector A, von Felten S, Hautier Y, Weilenmann M and Bruelheide H (2012) Effects of Dominance and Diversity on Productivity along Ellenberg's Experimental Water Table Gradients. PlosOne 7: e43358",TRUE,FALSE
blockcluster,binarydata,Simulated Binary Data-set,It is a binary data-set simulated using Bernoulli distribution. It consist of two clusters in rows and three clusters in columns.,A data matrix with 1000 rows and 100 columns.,"NA","NA",TRUE,FALSE
blockcluster,categoricaldata,Simulated categorical Data-set,It is a categorical data-set simulated using Categorical distribution with 5 modalities. It consist of three clusters in rows and two clusters in columns.,A data matrix with 1000 rows and 100 columns.,"NA","NA",TRUE,FALSE
blockcluster,gaussiandata,Simulated Gaussian Data-set,It is a Continuous data-set simulated using Gaussian distribution. It consist of two clusters in rows and three clusters in columns.,A data matrix with 1000 rows and 100 columns.,"NA","NA",TRUE,FALSE
blockcluster,contingencydataunknown,Simulated Contingency Data-set,It is a contingency data-set simulated using Poisson distribution. The row and column effects is unknown for this data-set. It consist of two clusters in rows and three clusters in columns.,A data matrix with 1000 rows and 100 columns.,"NA","NA",TRUE,FALSE
blockcluster,contingencydatalist,Simulated Contingency Data-set,It is a contingency data-set simulated using Poisson distribution. The row and column effects is unknown for this data-set. It consist of two clusters in rows and three clusters in columns.,"A data list consisting of following data: list(""\n"", ""  "", list(list(""data""), list(""A data matrix consisting of 1000 rows and 100 columns."")), ""\n"", ""  "", list(list(""roweffects""), list(""A numeric vector of size 1000. Each value represent row effect of corresponding row."")), ""\n"", ""  "", list(list(""columneffects""), list(""A numeric vector of size 100. Each value represent column effect of corresponding column."")), ""\n"")","NA","NA",TRUE,FALSE
blockcluster,BinaryOptions-class,Binary input/output options,"This class contains all the input options as well as the estimated paramters for Binary data-set. It inherits from base class list(list(""CommonOptions"")) . The class contains following output parameters given in 'Details' along with the parameters in base class.","NA","NA","NA",FALSE,TRUE
blockcluster,CategoricalOptions-class,Categorical input/output options,"This class contains all the input options as well as the estimated paramters for categorical data-set. It inherits from base class list(list(""CommonOptions"")) . The class contains following output parameters given in 'Details' along with the parameters in base class.","NA","NA","NA",FALSE,TRUE
blockcluster,ContingencyOptions-class,Contingency input/output options,"This class contains all the input options as well as the estimated paramters for Contingency data-set.It inherits from base class list(list(""CommonOptions"")) . The class contains following output parameters given in 'Details' along with the parameters in base class.","NA","NA","NA",FALSE,TRUE
blockcluster,ContinuousOptions-class,Continuous input/output options,"This class contains all the input options as well as the estimated parameters for Continuous data-sets. It inherits from base class list(list(""CommonOptions"")) . The class contains following output parameters given in 'Details' along with the parameters in base class.","NA","NA","NA",FALSE,TRUE
blockcluster,"plot,BinaryOptions-method",Plot function.,This function plot the original and Co-clustered data-sets.,"NA","NA","NA",FALSE,TRUE
blockcluster,CommonOptions-class,Common Input/Output options.,"This class contains all the input options and common output options for all kinds of data-sets (Binary, Categorical, Contingency and Continuous).","NA","NA","NA",FALSE,FALSE
blockTools,blockTools-package,"Block, Randomly Assign, and Diagnose Potential Interference in Randomized Experiments","Block units into experimental blocks, with one unit per treatment condition, by creating a measure of multivariate distance between all possible pairs of units.  Maximum, minimum, or an allowable range of differences between units on one variable can be set.  Randomly assign units to treatment conditions.  Diagnose potential interference problems between units assigned to different treatment conditions. Write outputs to .tex and .csv files.","NA","NA","list(""http://www.ryantmoore.org/html/software.blockTools.html"")",TRUE,FALSE
Blossom,paired2,Paired data structure,Paired data structure with 2 columns for the first and second responses for 10 pairs of values.,"A data frame with 10 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""first"")), list(""Responses for treatment 1."")), ""\n"", ""    "", list(list(list(""second"")), list(""Responses for treatment 2."")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
Blossom,paired1,Example of paired data set up in a blocked structure,"Paired data structured as a complete randomized block design with 10 blocks for pairs, 2 treatment groups, and 20 responses.","A data frame with 20 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""group"")), list(""The 2 treatment groups."")), ""\n"", ""    "", list(list(list(""pair"")), list(""The 10 blocks."")), ""\n"", ""    "", list(list(list(""response"")), list(""The 20 hypothetical responses."")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
Blossom,brad302,"Hypothesized random normal N(3, 2) deviates",Data hypothesized to come from a normal distribution with mean = 3 and standard deviation = 2 to be evaluated with 1-sample coverage test.,"A data frame with 5 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""x"")), list(""The random normal deviate."")), ""\n"", ""    "", list(list(list(""fx"")), list(""Transformed cumulative probabilities of x from a N(3, 2) distribution."")), ""\n"", ""  "")","Bradley, J.V. 1968. Distribution free statistical tests. list(""Prentice Hall"") , Inc. pp. 301--302.","NA",TRUE,FALSE
